"objectid","sampleid","stationcode","sampledate","samplemonth","sampleday","sampleyear","collectionmethodcode","fieldreplicate","databasecode","count","number_of_mmi_iterations","number_of_oe_iterations","pcnt_ambiguous_individuals","pcnt_ambiguous_taxa","e","mean_o","oovere","oovere_percentile","mmi","mmi_percentile","csci","csci_percentile","scoredate","scorenotes","cleaned","rand","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project"
10172,"801RB8593_06132011_BMI_RWB_1","801RB8593","2011-06-13 00:00:00",6,13,2011,"BMI_RWB",1,"SWAMP",612,20,20,0,0,7.75715824,3.65,0.47053314,0,0.18540817,0,0.32797066,0,"2017-04-04 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{ECC1C7EA-163B-442D-9D5C-1DCA2B95D921}",NA,NA,NA,NA,NA,NA,NA,NA,NA
407,"105WE0756_09272001_BMI_RWB_1","105WE0756","2001-09-27 00:00:00",9,27,2001,"BMI_RWB",1,"",557,20,20,2.6929982,6.25,11.30354028,10.05,0.88910198,0.28,0.76191348,0.09,0.82550773,0.14,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{3E76FA41-7E78-4306-8E19-6C7D62183416}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3547,"535CE0494_06022004_BMI_TRC_1","535CE0494","2004-06-02 00:00:00",6,2,2004,"BMI_TRC",1,"",489,1,20,0,0,9.61910706,6.95,0.72252029,0.07,0.52586584,0,0.62419307,0.01,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-04 00:00:00","false","{90C448F8-9327-491C-98F8-A47354095614}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1447,"405M10596_04272015_BMI_RWB_1","405M10596","2015-04-27 00:00:00",4,27,2015,"BMI_RWB",1,"",590,20,20,0.16949153,7.14285714,7.85366959,3,0.38198704,0,0.24623726,0,0.31411215,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2017-08-03 00:00:00","false","{443857E7-9FAF-4DF2-A082-ADC4A6DE787A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6166,"634TRT002_09132007_BMI_RWB_1","634TRT002","2007-09-13 00:00:00",9,13,2007,"BMI_RWB",1,"SWAMP",749,20,20,0,0,13.50407897,9.35,0.69238339,0.05,0.72297273,0.06,0.70767806,0.03,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{E0055344-33C5-41D4-B548-F4FCEF718620}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6441,"603UOW001_08241999_BMI_SNARL_1","603UOW001","1999-08-24 00:00:00",8,24,1999,"BMI_SNARL",1,"SWAMP",2411,20,20,0,0,11.78329476,8.75,0.74257669,0.09,0.76034438,0.09,0.75146053,0.06,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{E6A5D8D4-E365-4185-87FC-8096C6CB766D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
10314,"845CTC480_07082008_BMI_RWB_1","845CTC480","2008-07-08 00:00:00",7,8,2008,"BMI_RWB",1,"SWAMP",464,1,20,0,0,7.74353329,1,0.12914001,0,NA,NA,NA,NA,"2017-04-04 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{851D7064-8E96-4D67-9FA0-A692BA7182AD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
10371,"LALT501_06152016_BMI_RWB_1","LALT501","2016-06-15 00:00:00",NA,NA,NA,"BMI_RWB",1,"",477,1,20,0.62893082,10.34482759,8.85183791,9,1.016738,0.54,0.54699964,0.01,0.78186882,0.09,"2018-01-10 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{7369B28F-8C70-4CB4-BAD2-35B2E06A0637}",NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"801DRC025_06252014_BMI_RWB_MCM_2","801DRC025","2014-06-25 00:00:00",6,25,2014,"BMI_RWB_MCM",2,"",601,20,20,8.48585691,1.88679245,6.39151237,6,0.93874496,0.37,1.0327416,0.57,0.98574328,0.46,"2018-09-02 07:18:37","Distinct set to NA","Yes",2,"machine","SWAMP","2016-05-05 00:00:00","true","{79C9CD0F-3528-4AD8-8D96-96EA1AC39845}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,"405WER318_08182009_BMI_RWB_1","405WER318","2009-08-18 00:00:00",8,18,2009,"BMI_RWB",1,"",591,20,20,4.56852792,7.54716981,11.36338849,12.85,1.13082467,0.75,1.23859358,0.91,1.18470912,0.88,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","true","{B5978886-C9BF-4E45-A2D9-7B044208ACB8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2496,"636PS0070_09212011_BMI_RWB_1","636PS0070","2011-09-21 00:00:00",9,21,2011,"BMI_RWB",1,"",592,20,20,4.22297297,4.76190476,7.20489434,8.4,1.16587414,0.81,0.8155625,0.15,0.99071832,0.48,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-06-07 00:00:00","false","{9CECC41C-F114-4B31-8FBA-1DDB856A73A9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2902,"903SLFRCx_05072008_BMI_RWB_1","903SLFRCx","2008-05-07 00:00:00",5,7,2008,"BMI_RWB",1,"",567,20,20,3.88007055,16.66666667,6.46635194,8,1.23717361,0.89,0.80045176,0.13,1.01881269,0.55,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","true","{4B68539D-5144-4BE7-AA57-1A4EA8B3B90A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3476,"507SHA201_10212014_BMI_TRC_1","507RCBLPF","2014-10-21 00:00:00",10,21,2014,"BMI_TRC",1,"",583,20,20,8.9193825,13.55932203,15.29376488,15.3,1.00040769,0.5,1.10324263,0.72,1.05182516,0.63,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2015-10-15 00:00:00","false","{101377D4-B71D-42B1-A9F0-8360FC407186}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6231,"632CHV001_08192004_BMI_TRC_1","632CHV001","2004-08-19 00:00:00",8,19,2004,"BMI_TRC",1,"SWAMP",711,20,20,0,0,16.26970729,18.35,1.12786295,0.75,0.99144709,0.48,1.05965502,0.65,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{EF22EF4A-BBC9-4112-A9DD-D49EF7130B7B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1350,"403WE0682_04302002_BMI_RWB_1","403WE0682","2002-04-30 00:00:00",4,30,2002,"BMI_RWB",1,"",327,1,1,0,0,9.55412055,12,1.25600257,0.91,0.99112833,0.48,1.12356545,0.78,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","true","{6673A099-AC9F-47C9-BC0F-A9837F8565E1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5662,"901SJC74x_05171999_BMI_CSBP_Trans_1","901SJC74x","1999-05-17 00:00:00",5,17,1999,"BMI_CSBP_Trans",1,"SWAMP",884,20,20,7.21153846,15.78947368,7.62380769,4.25,0.55746422,0.01,0.56969851,0.01,0.56358136,0,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{AE8A7331-6275-4288-A0F2-7531B37B76DF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5987,"634SED050_07212006_BMI_RWB_1","634SED050","2006-07-21 00:00:00",7,21,2006,"BMI_RWB",1,"SWAMP",656,20,20,0.15243902,1.96078431,13.5018058,13.45,0.99616305,0.49,1.00638022,0.51,1.00127163,0.5,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{0EF6EBEA-DA64-4BC7-BE00-C0954253ADDE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5435,"903SLRRFR_11151998_BMI_CSBP_Trans_1","903SLRRFR","1998-11-15 00:00:00",11,15,1998,"BMI_CSBP_Trans",1,"SWAMP",786,20,20,8.30039526,13.88888889,7.02583684,6.25,0.88957375,0.28,0.52634388,0,0.70795881,0.03,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{9A761DB2-FE46-4FDC-9366-2D16431AC2CF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2482,"634WSN001_10042011_BMI_RWB_1","634WSN001","2011-10-04 00:00:00",10,4,2011,"BMI_RWB",1,"",539,20,20,0.18552876,1.81818182,15.7830217,15.5,0.98206796,0.46,1.2231662,0.89,1.10261708,0.74,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-06-07 00:00:00","false","{9DFED7CD-6631-4829-BAFF-FCEED6A01941}",NA,NA,NA,NA,NA,NA,NA,NA,NA
679,"113GAR105_08192008_BMI_RWB_1","113GAR105","2008-08-19 00:00:00",8,19,2008,"BMI_RWB",1,"",604,20,20,3.47682119,17.1875,15.10477206,9.4,0.62231988,0.02,0.76152947,0.09,0.69192468,0.03,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-06-07 00:00:00","false","{E4B79A1F-BEE4-4769-A7E5-1B8E3A4D6877}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6314,"630EWK004_08042000_BMI_SNARL_1","630EWK004","2000-08-04 00:00:00",8,4,2000,"BMI_SNARL",1,"SWAMP",2575,20,20,0,0,13.00778592,9.15,0.70342486,0.06,0.74983741,0.08,0.72663114,0.04,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{776C9579-6B34-4A05-A824-6F86A89269E3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"519PS0578_05292013_BMI_RWB_2","519PS0578","2013-05-29 00:00:00",5,29,2013,"BMI_RWB",2,"",640,20,20,5.65149137,12,10.19273431,6.6,0.64752007,0.03,0.57378977,0.01,0.61065492,0.01,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2015-02-04 00:00:00","false","{226B2BB9-02B6-4BAF-9110-183A40CB3866}",NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"111WER003_08062003_BMI_RWB_1","111WER003","2003-08-06 00:00:00",8,6,2003,"BMI_RWB",1,"",483,1,20,0,0,15.35732206,16.75,1.09068495,0.68,0.83217617,0.17,0.96143056,0.4,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{8A460A62-D332-4CE3-86B3-8C2DA9FFFC14}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6546,"603CON001_09302008_BMI_TRC_1","603CON001","2008-09-30 00:00:00",9,30,2008,"BMI_TRC",1,"SWAMP",540,20,20,0,0,10.3408873,9.9,0.95736465,0.41,0.99089797,0.48,0.97413131,0.44,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{B20AFC3E-ACA0-47BE-B5DE-524355913248}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2223,"539PS0146_07272010_BMI_RWB_1","539PS0146","2010-07-27 00:00:00",7,27,2010,"BMI_RWB",1,"",177,1,1,6.77966102,8.82352941,9.15900284,7,0.76427534,0.11,0.72424026,0.06,0.7442578,0.06,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","false","{61E588EC-CF35-4DC6-A33C-10D2CF3130D9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5997,"634UTR002_09241998_BMI_SNARL_1","634UTR002","1998-09-24 00:00:00",9,24,1998,"BMI_SNARL",1,"SWAMP",1838,20,20,0,0,12.92057573,10.3,0.7971781,0.14,0.87057172,0.23,0.83387491,0.15,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{AA04EB4D-008C-4330-8DA2-5B2E2EA894B0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3849,"309SED071_05182007_BMI_RWB_1","309SED071","2007-05-18 00:00:00",5,18,2007,"BMI_RWB",1,"SWAMP",683,20,20,0,0,10.39093875,8.4,0.80839664,0.16,0.8941717,0.28,0.85128417,0.18,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{F5BAA55D-88B6-4B5F-9C16-B6B933545A87}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2430,"632PS0058_08152011_BMI_RWB_1","632PS0058","2011-08-15 00:00:00",8,15,2011,"BMI_RWB",1,"",470,1,20,9.14893617,13.33333333,13.73667104,15.65,1.13928622,0.77,1.06552111,0.64,1.10240366,0.74,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-06-07 00:00:00","false","{54D2ED57-936A-4A8B-9D22-654D1F95A1DC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
630,"113CE0001_07252005_BMI_RWB_1","113CE0001","2005-07-25 00:00:00",7,25,2005,"BMI_RWB",1,"",487,1,20,0.41067762,2.12765957,15.08738937,13,0.86164675,0.23,0.68877281,0.04,0.77520978,0.08,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-04 00:00:00","false","{95122BFC-EA4B-4E44-99F3-7FCC8FC5820C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2622,"801NLC105_06252012_BMI_RWB_1","801NLC105","2012-06-25 00:00:00",6,25,2012,"BMI_RWB",1,"",594,20,20,1.68350168,9.30232558,5.18475399,6.65,1.28260666,0.93,0.8047516,0.14,1.04367913,0.61,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2014-10-14 00:00:00","true","{D2F54D28-C528-4016-8E06-508F30A4AF09}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4780,"901M14124_06232015_BMI_RWB_MCM_1","901M14124","2015-06-23 00:00:00",6,23,2015,"BMI_RWB_MCM",1,"SMC",577,20,20,0.17331023,5.55555556,7.59543048,3,0.39497432,0,0.36654661,0,0.38076046,0,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{4767ADF2-204D-4390-9799-BCD49031A7F7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2593,"801HNC203_05292007_BMI_RWB_1","801HNC203","2007-05-29 00:00:00",5,29,2007,"BMI_RWB",1,"",494,1,20,2.4291498,20,9.17207673,8.85,0.96488508,0.43,1.09977991,0.71,1.0323325,0.58,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-10-06 00:00:00","true","{AEE6F215-761D-40C6-BAB6-08E7206686FB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
7610,"518SED030_07242007_BMI_RWB_1","518SED030","2007-07-24 00:00:00",7,24,2007,"BMI_RWB",1,"SWAMP",559,20,20,0,0,11.43743633,13.95,1.21967892,0.88,1.12659002,0.76,1.17313447,0.86,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{62AA1A79-3810-4430-B751-1EEBAE81D303}",NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"514PS0019_08132008_BMI_RWB_MCM_1","514PS0019","2008-08-13 00:00:00",8,13,2008,"BMI_RWB_MCM",1,"",551,20,20,0.54446461,3.84615385,15.74491191,11.5,0.73039469,0.08,0.6067421,0.01,0.66856839,0.02,"2018-09-02 07:18:37","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{56DA2EC7-2E64-448A-9680-FD0EEB34BE71}",NA,NA,NA,NA,NA,NA,NA,NA,NA
10197,"801S02573_06092010_BMI_RWB_1","801S02573","2010-06-09 00:00:00",6,9,2010,"BMI_RWB",1,"SWAMP",596,20,20,0.50335571,3.44827586,7.7027665,6,0.77894092,0.12,0.56212526,0.01,0.67053309,0.02,"2017-04-04 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{15D42352-E4DF-42E7-A67A-CCFA823F7ED1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2911,"903SLSLR3_04172008_BMI_RWB_1","903SLSLR3","2008-04-17 00:00:00",4,17,2008,"BMI_RWB",1,"",599,20,1,53.0884808,25,6.38485915,5,0.78310263,0.13,0.73079154,0.07,0.75694708,0.06,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","true","{9541BA75-288C-4F2D-AEB6-E88A18258251}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1645,"513UNCAKC_07132009_BMI_RWB_1","513UNCAKC","2009-07-13 00:00:00",7,13,2009,"BMI_RWB",1,"",587,20,20,2.55536627,5.66037736,11.96472818,7,0.58505299,0.01,0.6330213,0.02,0.60903714,0.01,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{4A0CC24C-E345-4095-8EAD-7A41A8550A87}",NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"105WE0756_07312002_BMI_RWB_1","105WE0756","2002-07-31 00:00:00",7,31,2002,"BMI_RWB",1,"",536,20,20,1.11940299,1.81818182,11.30354028,11.85,1.04834412,0.6,0.85741348,0.21,0.9528788,0.38,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{C28AF480-12F9-424A-BFF0-A832FF94CB94}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3395,"315CE0584_06072006_BMI_TRC_1","315CE0584","2006-06-07 00:00:00",6,7,2006,"BMI_TRC",1,"",495,1,20,1.8556701,5,7.59320042,9.8,1.29062838,0.94,1.13279611,0.77,1.21171225,0.91,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-05 00:00:00","false","{62C57797-B12E-44E7-9713-73C9F8168788}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1862,"519CE0011_07202004_BMI_RWB_1","519CE0011","2004-07-20 00:00:00",7,20,2004,"BMI_RWB",1,"",19,1,1,0,0,9.74597883,6,0.61563852,0.02,0.2157735,0,0.41570601,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-04 00:00:00","false","{1B15BD07-F4CC-4506-920B-9555BF12F7D2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3483,"511CE0663_05252005_BMI_TRC_1","511CE0663","2005-05-25 00:00:00",5,25,2005,"BMI_TRC",1,"",488,1,20,0,0,10.24409964,7,0.68332018,0.05,0.40919224,0,0.54625621,0,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-04 00:00:00","false","{9D80CCC9-34D1-4B39-B3B3-A397525A01C2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
824,"202PES162_06252015_BMI_RWB_1","202PES162","2015-06-25 00:00:00",6,25,2015,"BMI_RWB",1,"",548,20,20,5.2919708,11.47540984,13.32845826,12.95,0.97160525,0.44,0.76998551,0.1,0.87079538,0.21,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-09-08 00:00:00","false","{17A2F4FD-B719-47CA-AA44-5173086E1385}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3361,"309CAW126_06172003_BMI_TRC_1","309CAW126","2003-06-17 00:00:00",6,17,2003,"BMI_TRC",1,"",553,20,20,0.72332731,3.33333333,16.81077887,18.35,1.09156156,0.68,1.03068837,0.57,1.06112496,0.65,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{D3291DB4-4A3D-4A36-8D56-C0E7DFB1BF0E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1706,"515PS0106_09242008_BMI_RWB_2","515PS0106","2008-09-24 00:00:00",9,24,2008,"BMI_RWB",2,"",560,20,20,0,0,10.18317402,7.95,0.78069961,0.12,0.54193199,0.01,0.6613158,0.02,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{D9DF0B99-C2E4-4B7F-A315-7A03999F5B97}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9794,"312SBC_03242000_BMI_CSBP_Trans_1","312SBC","2000-03-24 00:00:00",3,24,2000,"BMI_CSBP_Trans",1,"SWAMP",646,20,20,0.64935065,4.54545455,7.13923528,7,0.98049717,0.46,0.49259985,0,0.73654851,0.05,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{C87A3550-B7F9-49E4-BF32-0B6D15856F6A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4954,"412CE0232_07162015_BMI_RWB_MCM_1","412CE0232","2015-07-16 00:00:00",7,16,2015,"BMI_RWB_MCM",1,"SMC",594,20,20,0.67340067,12.5,7.70271447,6.4,0.83087592,0.19,0.49513988,0,0.6630079,0.02,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{E7782B41-9940-48B1-8D9C-C55AEBE3119C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"105PS0259_09172013_BMI_RWB_1","105PS0259","2013-09-17 00:00:00",9,17,2013,"BMI_RWB",1,"",584,20,20,1.54109589,4.41176471,16.71831726,18.3,1.09460777,0.69,1.14196078,0.79,1.11828428,0.77,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2015-02-04 00:00:00","false","{31ABACF3-ACF9-4FB8-BB1A-AB9A205889B8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,"403S02764_06142011_BMI_RWB_1","403S02764","2011-06-14 00:00:00",6,14,2011,"BMI_RWB",1,"",622,20,20,13.22580645,18.42105263,7.82414066,7.7,0.98413364,0.47,0.67699402,0.04,0.83056383,0.15,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-07-12 00:00:00","true","{EAEE5461-2711-4C74-8CE5-7F2E5F41E15F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,"304WE1096_06182002_BMI_RWB_1","304WE1096","2002-06-18 00:00:00",6,18,2002,"BMI_RWB",1,"",550,20,20,0.18181818,1.51515152,14.54404533,16,1.10010658,0.7,0.97160291,0.44,1.03585475,0.59,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{A10442C1-4903-4F5E-AC65-EAE7DA0CD230}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3073,"910S14762_05262010_BMI_RWB_1","910S14762","2010-05-26 00:00:00",5,26,2010,"BMI_RWB",1,"",575,20,20,0,0,7.06831572,6.7,0.94789201,0.39,0.72265538,0.06,0.83527369,0.15,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","true","{0833753F-8028-41C6-A93C-06096410F568}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9169,"202BUT010_10262005_BMI_CSBP_Trans_1","202BUT010","2005-10-26 00:00:00",10,26,2005,"BMI_CSBP_Trans",1,"SWAMP",471,1,1,22.71762208,14.81481481,11.58215818,6,0.51803817,0.01,0.62224885,0.02,0.57014351,0,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{4B97687E-2045-4EAD-BD87-304A0A27EE46}",NA,NA,NA,NA,NA,NA,NA,NA,NA
667,"113GAR089_06142010_BMI_RWB_1","113GAR089","2010-06-14 00:00:00",6,14,2010,"BMI_RWB",1,"",585,20,20,11.79487179,10.66666667,17.05148086,19.5,1.14359569,0.77,1.12954367,0.77,1.13656968,0.8,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-07-12 00:00:00","false","{0AC94E16-935C-45F1-802F-6726FE9CE59F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3515,"519CE0779_07092007_BMI_TRC_1","519CE0779","2007-07-09 00:00:00",7,9,2007,"BMI_TRC",1,"",570,20,20,0.17636684,7.69230769,10.1548627,2,0.19694998,0,0.33468022,0,0.2658151,0,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-04 00:00:00","false","{C8D43A79-B84D-475F-8CCB-890E1957D8DA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
532,"111CE0569_07182006_BMI_RWB_1","111CE0569","2006-07-18 00:00:00",7,18,2006,"BMI_RWB",1,"",507,20,20,7.88954635,6.32911392,22.72479513,25.85,1.13752401,0.77,1.0356173,0.58,1.08657065,0.71,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-05 00:00:00","false","{EF0EAD7B-D544-470C-97AE-0B990D8EDDE8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4251,"307CML_05052016_BMI_RWB_1","307CML","2016-05-05 00:00:00",5,5,2016,"BMI_RWB",1,"SWAMP",604,20,20,0.16556291,3.03030303,9.75101257,6.8,0.69736347,0.06,0.45558757,0,0.57647552,0,"2017-04-04 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{3542D81F-893A-4E71-98E6-941403307AD5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1812,"518PS0001_08192008_BMI_RWB_1","518PS0001","2008-08-19 00:00:00",8,19,2008,"BMI_RWB",1,"",604,20,20,13.24503311,14.51612903,16.44517384,15.65,0.95164698,0.4,0.96941756,0.43,0.96053227,0.4,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{53AADE98-134A-4DA2-A2E5-6C9E23092307}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5329,"904CBAHC6_05191998_BMI_CSBP_Trans_1","904CBAHC6","1998-05-19 00:00:00",5,19,1998,"BMI_CSBP_Trans",1,"SWAMP",809,20,20,35.95933926,11.11111111,7.60728219,5.75,0.7558547,0.1,0.5444255,0.01,0.6501401,0.01,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{9B053D88-9F49-4A0D-9EA2-1D7AE335B39A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,"504WE0527_07022013_BMI_RWB_1","504WE0527","2013-07-02 00:00:00",7,2,2013,"BMI_RWB",1,"",596,20,20,1.84563758,7.01754386,12.17628286,11.7,0.96088438,0.42,0.94508817,0.38,0.95298628,0.38,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2015-02-04 00:00:00","false","{3B159F3F-88DF-441D-9640-9BEFEA513B51}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,"520WE1103_05142002_BMI_RWB_1","520WE1103","2002-05-14 00:00:00",5,14,2002,"BMI_RWB",1,"",501,20,20,0,0,9.24276591,4.6,0.49768652,0,0.40725536,0,0.45247094,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{FDA8B09F-9E09-4FD8-9F49-981661F15DD2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
